"date","observed_irp","fitted_observable_irp","structural_irp","structural_error","definition_wedge","irp_fit_error","nominal_yield_contribution","real_yield_contribution","cpi10_contribution"
2018-11-01,-0.286850010156632,-0.0627014815314007,0.063316667540666,0.350166677697298,0.126018149072067,0.224148528625231,0.0446882051798013,0.0399308799152696,0.139529443530161
2018-12-01,NA,-0.120267125096372,-0.00334166791577679,NA,0.116925457180595,NA,0.0398167489835552,-0.0211285357097045,NA
2019-01-01,NA,-0.173336847573783,-0.0598038688015422,NA,0.113532978772241,NA,0.0365982824977119,0.0112607654830319,NA
2019-02-01,-0.371226319011889,-0.229234010552979,-0.112595755430237,0.258630563581652,0.116638255122742,0.14199230845891,0.113966072706238,0.0239616476612346,0.00406458809143759
2019-03-01,NA,-0.269626591075827,-0.157597482895526,NA,0.112029108180301,NA,0.0736864163528148,0.0398385495515884,NA
2019-04-01,NA,-0.289717992514812,-0.178891407159048,NA,0.110826585355764,NA,0.0619362527549436,0.036102325483639,NA
2019-05-01,-0.373618171026491,-0.321740079332621,-0.215469743043137,0.158148427983354,0.106270336289484,0.0518780916938701,0.0518013451924782,0.0141299158753123,-0.0140531693739202
2019-06-01,NA,-0.418772242812157,-0.322958225827328,NA,0.0958140169848294,NA,0.0502508312563411,-0.00869660220440224,NA
2019-07-01,NA,-0.411958493820751,-0.318149041645278,NA,0.0938094521754726,NA,0.0406512212029531,-0.0214167483790727,NA
2019-08-01,-0.674031812104854,-0.516557270282095,-0.439085062477206,0.234946749627648,0.0774722078048885,0.157474541822759,0.0997601242653335,-0.0461094519991527,0.103823869556579
2019-09-01,NA,-0.462912558931943,-0.385681109809506,NA,0.0772314491224374,NA,0.0494582563394898,-0.0182255315547465,NA
2019-10-01,NA,-0.438019787869948,-0.360976528289996,NA,0.077043259579952,NA,0.0290182253434186,-0.0138127923689972,NA
2019-11-01,-0.581978953700316,-0.394080698252421,-0.310504898385279,0.271474055315037,0.0835757998671419,0.187898255447895,0.0417347207669848,0.014629423831054,0.131534110849856
2019-12-01,NA,-0.383684423843919,-0.297369706495909,NA,0.0863147173480098,NA,0.0363057381675465,-0.00519459627794384,NA
2020-01-01,NA,-0.439693948028254,-0.357158006347664,NA,0.08253594168059,NA,0.0468106740885726,0.00374282472178713,NA
