"date","r_star","pi_star","real_yield_10y","nominal_tp","real_tp_5y","real_tp","inflation_rp","r_star_liquid_tips","pi_star_liquid_tips","real_yield_10y_liquid_tips","nominal_tp_liquid_tips","real_tp_5y_liquid_tips","real_tp_liquid_tips","inflation_rp_liquid_tips"
1969-11-01,1.49360280945281,2.81640121931902,3.56710748159781,2.31963004897292,1.68793662901578,1.83735283006108,0.621812324574141,1.48183240314877,2.68521309619602,3.65481228888777,2.42405531982243,1.75841696636211,1.90975804725958,0.65726780899959
1969-12-01,1.79750026146584,2.94375391148818,3.81178779374102,2.34088765616298,1.60178118877404,1.85485719609737,0.626406985635968,1.8200218653353,2.76889016539898,3.93502048562334,2.4654049244139,1.68041500964608,1.94226221982085,0.667181973655796
1970-01-01,2.03320581335993,3.06876487417412,3.96934497744367,2.44300685679508,1.61941365737672,1.92378965593221,0.660406637501646,2.04833224408531,2.89373559423589,4.09470532798186,2.57556496247502,1.70427419156082,2.02008485248833,0.70045141004469
1970-02-01,2.08848395961183,3.09540714485648,3.86143267330347,2.46825429648198,1.6249701361421,1.94053881944008,0.669070910363184,2.09867602338424,2.92235864895283,3.98454723277333,2.59927327641468,1.70836469012443,2.03660392438369,0.707817196295648
1970-03-01,2.07295762839194,2.95873519813907,3.66680272285033,2.26465117507676,1.43764696365474,1.80759189552802,0.597673831636442,2.10602168754316,2.76707755791748,3.7997544636062,2.39474205737674,1.51105117279347,1.89719589700574,0.641900800791116
1970-04-01,2.2374152161229,3.06102994091263,3.82454053083313,2.47875851612054,1.59587427883759,1.94829843252947,0.672032294652967,2.26613514695377,2.86141502186834,3.96824325288179,2.61804198586107,1.68257430497577,2.05058704971111,0.712890584089127
1970-05-01,2.2336915277069,3.026647933135,4.0616596652955,2.75921888224043,1.89355498205166,2.1302432901743,0.771263856802429,2.23774801719824,2.83555929672474,4.20087167055194,2.89966680005292,1.99748948690432,2.24104993764707,0.804804929558005
1970-06-01,2.21148621567617,2.94284172493318,4.03794343273029,2.77429781896239,1.92810247670675,2.13919853474578,0.777388377368702,2.22471898652305,2.74033189110356,4.18598828501786,2.91529013159397,2.03344004460059,2.25069029677733,0.810789274485005
1970-07-01,2.25155712282951,2.93787258177128,3.95050776124089,2.66719048864489,1.80524243371374,2.0699038263122,0.739343185863187,2.25893104214537,2.75239264453112,4.08531865713514,2.80253291712876,1.89933523744661,2.17464495330773,0.773807731403625
1970-08-01,2.38547526986501,2.98250764100428,3.98023774430818,2.63012879365251,1.71983637339965,2.04740269964893,0.724857483644329,2.37696860310111,2.81677769405145,4.09959195849518,2.7638624274867,1.80884319432803,2.15028149851707,0.759583634534129
1970-09-01,2.36696862805491,2.9823340562858,3.85059815723137,2.51143492922946,1.60210002806461,1.97011490173971,0.683115993923698,2.34747957685502,2.83848111604532,3.95173613498249,2.63703912472366,1.67946590136795,2.06407471370228,0.718568742411601
1970-10-01,2.29945405348792,2.97732655613911,3.74482381491121,2.46451287771061,1.57430028964211,1.93892405267415,0.667163128574986,2.28973236210002,2.82269462819996,3.85272857839659,2.59050910497816,1.6510755539263,2.03170127923304,0.704171430071908
1970-11-01,2.26473513572745,2.98123657733792,3.44312163880643,2.19265650525678,1.30195422219671,1.76237166399423,0.570969158291182,2.27033056564523,2.82737657234376,3.54740424312393,2.31239264863238,1.35945135965827,1.8432703971683,0.61352354975701
1970-12-01,2.12399274532106,2.96959493299293,3.16602682252972,1.96213602558117,1.10691978351512,1.61216599151139,0.489558505854557,2.02525732371865,2.95777585624437,3.15762530279803,2.0411255959523,1.13011637672697,1.65836396252864,0.525767070610915
1971-01-01,2.34337566538788,3.00210415417584,3.21103938050897,2.01961839551536,1.09648686374674,1.65120960665324,0.508613889257691,2.20611255064081,3.017923052606,3.17775284715913,2.09782961661974,1.1225354598539,1.69870075046736,0.542784293968116
1971-02-01,2.56961791141893,3.00428501938209,3.16617808218082,1.9866617387821,0.995131700838535,1.63196355353417,0.495105406365396,2.3875079124774,3.06913613569862,3.0926971269028,2.05468623689299,1.0102283225142,1.67186772419552,0.526660535284673
1971-03-01,2.3118849066283,2.92119703513603,2.85595960293348,1.72672923541828,0.817099518137764,1.46244777515027,0.403078573977032,2.11022078253719,3.02854573057996,2.74539818578952,1.77403667823275,0.81019606647494,1.48050505364018,0.435529533488216
1971-04-01,2.28432869298053,2.84236095467071,3.1285233834079,2.04441564260575,1.16217424938104,1.66561483778363,0.518800293497603,2.03420358285888,2.97506985870752,2.99871626619037,2.09312732411767,1.17948777724307,1.69320026643734,0.543108235931835
1971-05-01,2.17721711965587,2.7807984345669,3.34486596121141,2.40812973960688,1.57866500071325,1.89869415849224,0.650551330691937,1.91563559993414,2.90135623739297,3.22794399112848,2.46261215374283,1.62219769498834,1.94012763010289,0.666801561046074
1971-06-01,2.07714287288313,2.86111929040937,3.39366784662527,2.41427942341798,1.60424833738127,1.9027434863916,0.65256173053288,1.79780547399068,3.0124299500761,3.25619907827714,2.45969646482811,1.64141008702771,1.93805056809883,0.665835318894765
